intron_group	seqnames	start	end	width	strand	gene_name	gene_id	SpliceLeft	SpliceRight	SpliceMax	intronicCount	SIRratio
123077	10	46740793	46750099	9307	+	FAM245B	ENSG00000285662	0	0	0	0	0
123078	10	46750254	46750910	657	+	FAM245B	ENSG00000285662	0	0	0	0	0
123079	10	46753918	46754833	916	+	CTSLP3	ENSG00000280913	0	0	0	0	0
123080	10	46757151	46758077	927	+	CTSLP3	ENSG00000280913	0	0	0	0	0
123081	10	46758215	46758833	619	+	CTSLP3	ENSG00000280913	0	0	0	0	0
123082	10	46758954	46759053	100	+	CTSLP3	ENSG00000280913	0	0	0	0	0
123083	10	46786901	46788396	1496	+	BMS1P1	ENSG00000204177	1	1	1	0	0
123084	10	46788601	46789496	896	+	BMS1P1	ENSG00000204177	1	1	1	1	0.101713109392154
123085	10	46789687	46790961	1275	+	BMS1P1	ENSG00000204177	0	0	0	0	0
123086	10	46791042	46794726	3685	+	BMS1P1	ENSG00000204177	1	1	1	9	0.205677266665086
123087	10	46794916	46795804	889	+	BMS1P1	ENSG00000204177	0	0	0	1	0.141613814020679
123088	10	46795954	46796671	718	+	BMS1P1	ENSG00000204177	5	4	5	1	0.0562629826890597
123089	10	46796794	46797131	338	+	BMS1P1	ENSG00000204177	0	0	0	0	0
123090	10	46797320	46798028	709	+	BMS1P1	ENSG00000204177	0	0	0	0	0
123091	10	46798169	46799741	1573	+	BMS1P1	ENSG00000204177	0	0	0	3	0.229556327755953
123092	10	46816739	46819467	2729	+	AGAP13P	ENSG00000243289	0	0	0	13	0.599306189360307
123093	10	46819537	46822177	2641	+	AGAP13P	ENSG00000243289	1	1	1	1	0.0390213866976977
123094	10	46822213	46832440	10228	+	AGAP13P	ENSG00000243289	2	2	2	9	0.0645295289499149
123095	10	46871065	46873715	2651	+	FRMPD2B	ENSG00000150175	0	0	0	0	0
123096	10	46873821	46875931	2111	+	FRMPD2B	ENSG00000150175	0	0	0	0	0
123097	10	46876026	46876915	890	+	FRMPD2B	ENSG00000150175	0	0	0	0	0
123098	10	46877002	46878778	1777	+	FRMPD2B	ENSG00000150175	2	2	2	0	0
123099	10	46878927	46880663	1737	+	FRMPD2B	ENSG00000150175	2	2	2	0	0
123100	10	46880879	46883183	2305	+	FRMPD2B	ENSG00000150175	2	2	2	0	0
123101	10	46883283	46888214	4932	+	FRMPD2B	ENSG00000150175	3	3	3	0	0
123102	10	46888559	46894513	5955	+	FRMPD2B	ENSG00000150175	0	0	0	1	0.0194296260526201
123103	10	46926128	46932376	6249	+	PTPN20	ENSG00000204179	0	0	0	0	0
123104	10	46932534	46940581	8048	+	PTPN20	ENSG00000204179	0	0	0	1	0.0401895921793226
123105	10	46940718	46943917	3200	+	PTPN20	ENSG00000204179	0	0	0	0	0
123106	10	46944016	46946562	2547	+	PTPN20	ENSG00000204179	0	0	0	0	0
123107	10	46946676	46947840	1165	+	PTPN20	ENSG00000204179	0	0	0	0	0
123108	10	46947956	46955095	7140	+	PTPN20	ENSG00000204179	0	0	0	0	0
123109	10	46955204	46964985	9782	+	PTPN20	ENSG00000204179	0	0	0	0	0
123110	10	46965138	46967956	2819	+	PTPN20	ENSG00000204179	0	0	0	0	0
123111	10	46968048	46981315	13268	+	PTPN20	ENSG00000204179	0	0	0	0	0
123112	10	46984565	46987339	2775	+	PTPN20	ENSG00000204179	0	0	0	0	0
123113	10	46987556	46999911	12356	+	PTPN20	ENSG00000204179	1	1	1	2	0.0235294117647059
123114	10	46999975	47000675	701	+	PTPN20	ENSG00000204179	1	1	1	0	0
123115	10	47300971	47309795	8825	+	GDF10	ENSG00000266524	0	0	0	0	0
123116	10	47310722	47312600	1879	+	GDF10	ENSG00000266524	0	0	0	0	0
123117	10	47323015	47324840	1826	+	GDF2	ENSG00000263761	0	0	0	0	0
123118	10	47351539	47353324	1786	+	RBP3	ENSG00000265203	1	1	1	0	0
123119	10	47353516	47355375	1860	+	RBP3	ENSG00000265203	0	0	0	0	0
123120	10	47355519	47357101	1583	+	RBP3	ENSG00000265203	0	0	0	0	0
123121	10	47496299	47502048	5750	+	AL591684.1	ENSG00000224919	0	0	0	89	1
123122	10	47568009	47569631	1623	+	BX547991.2	ENSG00000265630	1	1	1	0	0
123123	10	47691230	47696402	5173	+	SHLD2P3	ENSG00000189014	0	0	0	0	0
123124	10	47710415	47710581	167	+	SHLD2P3	ENSG00000189014	0	0	0	0	0
123125	10	47710717	47715650	4934	+	SHLD2P3	ENSG00000189014	0	0	0	1	1
123126	10	47715858	47719832	3975	+	SHLD2P3	ENSG00000189014	0	0	0	0	0
123127	10	47720062	47726840	6779	+	SHLD2P3	ENSG00000189014	0	0	0	0	0
123128	10	47726957	47730236	3280	+	SHLD2P3	ENSG00000189014	0	0	0	1	1
123129	10	47918943	47920737	1795	+	NPY4R2	ENSG00000264717	0	0	0	0	0
123130	10	47920894	47921928	1035	+	NPY4R2	ENSG00000264717	0	0	0	0	0
123131	10	48247899	48248075	177	+	AC074325.1	ENSG00000285786	0	0	0	1	1
123132	10	48307148	48308094	947	+	MAPK8	ENSG00000107643	0	0	0	2	0.00439736269219146
123133	10	48308289	48325896	17608	+	MAPK8	ENSG00000107643	32	9	32	78	0.00992721061753777
123134	10	48325966	48364611	38646	+	MAPK8	ENSG00000107643	0	0	0	204	0.0122638406989523
123135	10	48364657	48401611	36955	+	MAPK8	ENSG00000107643	0	0	0	143	0.00895443544484257
123136	10	48401783	48404851	3069	+	MAPK8	ENSG00000107643	48	48	48	1	0.000707454394800071
123137	10	48404982	48409878	4897	+	MAPK8	ENSG00000107643	97	97	97	2	0.000871180966614931
123138	10	48409938	48410029	92	+	MAPK8	ENSG00000107643	64	64	64	0	0
123139	10	48410169	48420154	9986	+	MAPK8	ENSG00000107643	64	64	64	67	0.0145170888080426
123140	10	48420321	48424087	3767	+	MAPK8	ENSG00000107643	75	4	75	107	0.0561356282802838
123141	10	48424160	48424513	354	+	MAPK8	ENSG00000107643	0	0	0	16	0.0842296148160862
123142	10	48424586	48425178	593	+	MAPK8	ENSG00000107643	0	0	0	39	0.158254173573686
123143	10	48425220	48425749	530	+	MAPK8	ENSG00000107643	0	0	0	34	0.137290703830752
123144	10	48426071	48426379	309	+	MAPK8	ENSG00000107643	92	89	92	7	0.0320940223770817
123145	10	48426505	48427079	575	+	MAPK8	ENSG00000107643	112	112	112	32	0.0938214344368891
123146	10	48427144	48431192	4049	+	MAPK8	ENSG00000107643	99	99	99	41	0.0210039118995189
123147	10	48431271	48434878	3608	+	MAPK8	ENSG00000107643	123	81	123	13	0.00723331474953049
123148	10	48685002	48709715	24714	+	WDFY4	ENSG00000128815	63	110	110	153	0.00626047170517576
123149	10	48709967	48720010	10044	+	WDFY4	ENSG00000128815	114	118	118	19	0.00191700534047533
123150	10	48720126	48721260	1135	+	WDFY4	ENSG00000128815	84	84	84	7	0.00593119489169789
123151	10	48721368	48723432	2065	+	WDFY4	ENSG00000128815	82	82	82	5	0.00242380925826149
123152	10	48723568	48725880	2313	+	WDFY4	ENSG00000128815	112	114	114	5	0.00211313685048057
123153	10	48726071	48727469	1399	+	WDFY4	ENSG00000128815	115	115	115	1	0.00067668967726719
123154	10	48727660	48729431	1772	+	WDFY4	ENSG00000128815	115	115	115	4	0.00225352538271176
123155	10	48729590	48731109	1520	+	WDFY4	ENSG00000128815	134	134	134	1	0.000614067185111414
123156	10	48731563	48733930	2368	+	WDFY4	ENSG00000128815	88	92	92	3	0.00127143826040433
123157	10	48734036	48735879	1844	+	WDFY4	ENSG00000128815	108	108	108	4	0.0020820758908545
123158	10	48736071	48742967	6897	+	WDFY4	ENSG00000128815	145	145	145	16	0.00234308825471349
123159	10	48743549	48760346	16798	+	WDFY4	ENSG00000128815	171	171	171	45	0.00269692003795611
123160	10	48760441	48774457	14017	+	WDFY4	ENSG00000128815	194	193	194	48	0.00341386251949294
123161	10	48774673	48775711	1039	+	WDFY4	ENSG00000128815	115	115	115	1	0.000966517245301829
123162	10	48775807	48776749	943	+	WDFY4	ENSG00000128815	113	113	113	3	0.00289681362406715
123163	10	48776985	48777418	434	+	WDFY4	ENSG00000128815	177	175	177	3	0.00667457916002113
123164	10	48777496	48778610	1115	+	WDFY4	ENSG00000128815	133	134	134	4	0.00336959755344032
123165	10	48778833	48779940	1108	+	WDFY4	ENSG00000128815	69	69	69	6	0.0050963658841025
123166	10	48780120	48786638	6519	+	WDFY4	ENSG00000128815	121	123	123	78	0.0118955609438688
123167	10	48786871	48788529	1659	+	WDFY4	ENSG00000128815	165	164	165	1	0.000561248212058569
123168	10	48788676	48789873	1198	+	WDFY4	ENSG00000128815	121	121	121	2	0.00168956136269774
123169	10	48789986	48790726	741	+	WDFY4	ENSG00000128815	111	111	111	4	0.0054003688139611
123170	10	48790918	48796297	5380	+	WDFY4	ENSG00000128815	214	215	215	6	0.00111595962509466
123171	10	48802787	48803285	499	+	WDFY4	ENSG00000128815	0	0	0	2	0.00342663075304532
123172	10	48803360	48805259	1900	+	WDFY4	ENSG00000128815	145	145	145	5	0.00259028512003386
123173	10	48805422	48806003	582	+	WDFY4	ENSG00000128815	159	158	159	2	0.00335894412341677
123174	10	48806096	48807858	1763	+	WDFY4	ENSG00000128815	212	212	212	7	0.00388794569179236
123175	10	48807959	48810529	2571	+	WDFY4	ENSG00000128815	129	113	129	70	0.0257751463258273
123176	10	48810736	48811538	803	+	WDFY4	ENSG00000128815	202	205	205	38	0.0397841755991223
123177	10	48811709	48813956	2248	+	WDFY4	ENSG00000128815	216	217	217	43	0.0185732472027929
123178	10	48814083	48817244	3162	+	WDFY4	ENSG00000128815	210	207	210	23	0.00693120791727821
123179	10	48817410	48820233	2824	+	WDFY4	ENSG00000128815	99	94	99	14	0.00498576358210067
123180	10	48820438	48821061	624	+	WDFY4	ENSG00000128815	61	66	66	4	0.00543671560605799
123181	10	48821177	48822379	1203	+	WDFY4	ENSG00000128815	134	134	134	2	0.00149994441883555
123182	10	48822538	48823181	644	+	WDFY4	ENSG00000128815	189	4	189	3	0.00401163398573938
123183	10	48826910	48828777	1868	+	WDFY4	ENSG00000128815	184	184	184	15	0.00767752245189957
123184	10	48828897	48830699	1803	+	WDFY4	ENSG00000128815	201	201	201	0	0
123185	10	48830886	48832572	1687	+	WDFY4	ENSG00000128815	210	210	210	25	0.0136509872141997
123186	10	48832710	48867264	34555	+	WDFY4	ENSG00000128815	175	177	177	30	0.000873277573928563
123187	10	48867343	48873490	6148	+	WDFY4	ENSG00000128815	228	227	228	7	0.00114158562938661
123188	10	48873698	48875088	1391	+	WDFY4	ENSG00000128815	166	166	166	3	0.0020167289589878
123189	10	48875141	48877032	1892	+	WDFY4	ENSG00000128815	154	154	154	1	0.000518645432370243
123190	10	48890728	48897453	6726	+	WDFY4	ENSG00000128815	231	231	231	7	0.00104000608280794
123191	10	48897575	48900220	2646	+	WDFY4	ENSG00000128815	192	192	192	7	0.00260409977006913
123192	10	48900307	48901800	1494	+	WDFY4	ENSG00000128815	205	204	205	0	0
123193	10	48901864	48941805	39942	+	WDFY4	ENSG00000128815	195	195	195	176	0.00439920647230589
123194	10	48941849	48943329	1481	+	WDFY4	ENSG00000128815	186	186	186	6	0.00401262017575072
123195	10	48943450	48946039	2590	+	WDFY4	ENSG00000128815	234	234	234	7	0.00259092828288902
123196	10	48946158	48946859	702	+	WDFY4	ENSG00000128815	215	214	215	5	0.0066324735502836
123197	10	48946970	48957128	10159	+	WDFY4	ENSG00000128815	182	181	182	16	0.00157977314964513
123198	10	48957283	48959721	2439	+	WDFY4	ENSG00000128815	207	208	208	8	0.00314211142264226
123199	10	48959814	48963841	4028	+	WDFY4	ENSG00000128815	484	484	484	9	0.00215957737786163
123200	10	48964055	48966525	2471	+	WDFY4	ENSG00000128815	364	362	364	42	0.0154355533882716
123201	10	48966674	48969063	2390	+	WDFY4	ENSG00000128815	134	130	134	152	0.0609429119096894
123202	10	48969249	48970130	882	+	WDFY4	ENSG00000128815	222	222	222	0	0
123203	10	48970290	48974861	4572	+	WDFY4	ENSG00000128815	199	201	201	57	0.0121026038375906
123204	10	48975042	48976796	1755	+	WDFY4	ENSG00000128815	214	214	214	105	0.0532003281360233
123205	10	48976980	48978308	1329	+	WDFY4	ENSG00000128815	298	299	299	35	0.024172011498027
123206	10	48978394	48981366	2973	+	WDFY4	ENSG00000128815	326	326	326	28	0.00903091833954468
123207	10	48981479	48982508	1030	+	WDFY4	ENSG00000128815	240	237	240	42	0.0371397869434252
123208	10	48984966	49018825	33860	+	AC060234.1	ENSG00000226576	0	0	0	3	1
123209	10	49122277	49135655	13379	+	FAM170B-AS1	ENSG00000234736	0	0	0	3	1
123210	10	49137711	49141252	3542	+	FAM170B-AS1	ENSG00000234736	0	0	0	0	0
123211	10	49141368	49142929	1562	+	FAM170B-AS1	ENSG00000234736	0	0	0	0	0
123212	10	49143089	49145781	2693	+	FAM170B-AS1	ENSG00000234736	0	0	0	0	0
123213	10	49145901	49148606	2706	+	FAM170B-AS1	ENSG00000234736	0	0	0	0	0
123214	10	49148664	49150804	2141	+	FAM170B-AS1	ENSG00000234736	0	0	0	0	0
123215	10	49299455	49316144	16690	+	C10orf71	ENSG00000177354	0	0	0	0	0
123216	10	49316248	49322401	6154	+	C10orf71	ENSG00000177354	0	0	0	0	0
123217	10	49419511	49472702	53192	+	AL138760.1	ENSG00000235939	0	0	0	544	1
123218	10	49551532	49551833	302	+	HMGB1P50	ENSG00000271237	0	0	0	0	0
123219	10	49552015	49552450	436	+	HMGB1P50	ENSG00000271237	0	0	0	0	0
123220	10	49613203	49614303	1101	+	CHAT	ENSG00000070748	0	0	0	0	0
123221	10	49614476	49616022	1547	+	CHAT	ENSG00000070748	0	0	0	0	0
123222	10	49616093	49616501	409	+	CHAT	ENSG00000070748	0	0	0	0	0
123223	10	49616603	49619724	3122	+	CHAT	ENSG00000070748	0	0	0	0	0
123224	10	49619917	49620494	578	+	CHAT	ENSG00000070748	0	0	0	0	0
123225	10	49620614	49622096	1483	+	CHAT	ENSG00000070748	0	0	0	0	0
123226	10	49622151	49625472	3322	+	CHAT	ENSG00000070748	0	0	0	1	0.121991701244813
123227	10	49625654	49627607	1954	+	CHAT	ENSG00000070748	0	0	0	0	0
123228	10	49637655	49646504	8850	+	CHAT	ENSG00000070748	0	0	0	0	0
123229	10	49646675	49647096	422	+	CHAT	ENSG00000070748	0	0	0	0	0
123230	10	49647203	49647916	714	+	CHAT	ENSG00000070748	0	0	0	0	0
123231	10	49648004	49648506	503	+	CHAT	ENSG00000070748	0	0	0	0	0
123232	10	49648608	49649507	900	+	CHAT	ENSG00000070748	0	0	0	0	0
123233	10	49649637	49651883	2247	+	CHAT	ENSG00000070748	0	0	0	0	0
123234	10	49652007	49655094	3088	+	CHAT	ENSG00000070748	0	0	0	0	0
123235	10	49655237	49655385	149	+	CHAT	ENSG00000070748	0	0	0	0	0
123236	10	49655449	49662644	7196	+	CHAT	ENSG00000070748	0	0	0	1	0.0605504587155963
123237	10	49662783	49664776	1994	+	CHAT	ENSG00000070748	0	0	0	0	0
123238	10	49679795	49693773	13979	+	C10orf53	ENSG00000178645	0	0	0	0	0
123239	10	49693894	49694537	644	+	C10orf53	ENSG00000178645	0	0	0	0	0
123240	10	49709967	49710006	40	+	C10orf53	ENSG00000178645	0	0	0	0	0
123241	10	49772750	49773155	406	+	MAPK6P6	ENSG00000226389	0	0	0	0	0
123242	10	49973143	49976083	2941	+	LINC00843	ENSG00000178440	23	2	23	185	0.187802451932355
123243	10	49976186	49981188	5003	+	LINC00843	ENSG00000178440	3	4	4	144	0.0959013623369814
123244	10	49981282	49981904	623	+	LINC00843	ENSG00000178440	0	0	0	12	0.0532469188921791
123245	10	49982413	49987164	4752	+	LINC00843	ENSG00000178440	3	28	28	120	0.0769643614855651
123246	10	49987235	49988120	886	+	LINC00843	ENSG00000178440	14	3	14	78	0.272057832167507
123247	10	49988216	49988750	535	+	LINC00843	ENSG00000178440	4	18	18	41	0.208812406503838
123248	10	50010590	50011446	857	+	LINC00843	ENSG00000178440	0	0	0	3	0.0108717630981026
123249	10	50068009	50068104	96	+	WASHC2A	ENSG00000099290	129	129	129	5	0.0593725330051375
123250	10	50068228	50069546	1319	+	WASHC2A	ENSG00000099290	140	127	140	49	0.0609191138481697
123251	10	50078153	50078674	522	+	WASHC2A	ENSG00000099290	0	0	0	0	0
123252	10	50078738	50080757	2020	+	WASHC2A	ENSG00000099290	42	42	42	1	0.000972200763906744
123253	10	50080932	50084071	3140	+	WASHC2A	ENSG00000099290	54	55	55	9	0.00578950273489798
123254	10	50084166	50085496	1331	+	WASHC2A	ENSG00000099290	38	38	38	0	0
123255	10	50085559	50087274	1716	+	WASHC2A	ENSG00000099290	155	154	155	2	0.00216586019156489
123256	10	50087323	50090775	3453	+	WASHC2A	ENSG00000099290	121	121	121	3	0.00164845772705418
123257	10	50090887	50091430	544	+	WASHC2A	ENSG00000099290	88	88	88	1	0.00333329975941005
123258	10	50091519	50092161	643	+	WASHC2A	ENSG00000099290	95	94	95	13	0.0330790440553928
123259	10	50092234	50093267	1034	+	WASHC2A	ENSG00000099290	72	72	72	4	0.00763988528911219
123260	10	50093387	50093859	473	+	WASHC2A	ENSG00000099290	95	95	95	1	0.00332343521783922
123261	10	50093918	50095147	1230	+	WASHC2A	ENSG00000099290	171	171	171	1	0.00143831561678089
123262	10	50095208	50095598	391	+	WASHC2A	ENSG00000099290	98	98	98	1	0.00441894749543307
123263	10	50095779	50097674	1896	+	WASHC2A	ENSG00000099290	62	62	62	4	0.00414655646437192
123264	10	50097803	50099977	2175	+	WASHC2A	ENSG00000099290	101	101	101	13	0.011336309912648
123265	10	50100065	50104041	3977	+	WASHC2A	ENSG00000099290	67	67	67	9	0.00448069110918417
123266	10	50104144	50106333	2190	+	WASHC2A	ENSG00000099290	43	43	43	2	0.0018137173385839
123267	10	50106466	50110100	3635	+	WASHC2A	ENSG00000099290	68	67	68	9	0.0048354038693663
123268	10	50110271	50113894	3624	+	WASHC2A	ENSG00000099290	67	68	68	5	0.0026912116337608
123269	10	50113998	50117905	3908	+	WASHC2A	ENSG00000099290	34	31	34	4	0.00202274164179076
123270	10	50118059	50119586	1528	+	WASHC2A	ENSG00000099290	25	28	28	0	0
123271	10	50119770	50125112	5343	+	WASHC2A	ENSG00000099290	94	94	94	6	0.00221958989358944
123272	10	50125242	50125368	127	+	WASHC2A	ENSG00000099290	52	52	52	0	0
123273	10	50125450	50126056	607	+	WASHC2A	ENSG00000099290	99	96	99	14	0.0353418382561409
123274	10	50126180	50127159	980	+	WASHC2A	ENSG00000099290	53	47	53	35	0.0653980895606734
123275	10	50127223	50127582	360	+	WASHC2A	ENSG00000099290	31	41	41	11	0.0490225326152427
123276	10	50127796	50129418	1623	+	WASHC2A	ENSG00000099290	33	33	33	22	0.0272881551277825
123277	10	50130040	50130900	861	+	WASHC2A	ENSG00000099290	81	81	81	2	0.00445178769399315
123278	10	50131079	50132805	1727	+	WASHC2A	ENSG00000099290	160	160	160	14	0.0145597132155465
123279	10	50338883	50341315	2433	+	AC069547.2	ENSG00000286401	0	0	0	30	1
123280	10	50472897	50473956	1060	+	AL117341.1	ENSG00000225303	0	0	0	1	1
123281	10	50623552	50624494	943	+	SGMS1-AS1	ENSG00000226200	0	0	0	53	0.965865115240722
123282	10	50625192	50626649	1458	+	SGMS1-AS1	ENSG00000226200	0	0	0	22	0.391292389707823
123283	10	50626806	50629030	2225	+	SGMS1-AS1	ENSG00000226200	11	8	11	16	0.109993494585909
123284	10	50629179	50629576	398	+	SGMS1-AS1	ENSG00000226200	9	9	9	3	0.113554792802501
123285	10	50656137	50657676	1540	+	BEND3P1	ENSG00000231345	0	0	0	29	1
123286	10	50677125	50679172	2048	+	NUTM2HP	ENSG00000232706	0	0	0	0	0
123287	10	50679872	50681827	1956	+	NUTM2HP	ENSG00000232706	0	0	0	0	0
123288	10	50681957	50682928	972	+	NUTM2HP	ENSG00000232706	1	1	1	0	0
123289	10	50683066	50683510	445	+	NUTM2HP	ENSG00000232706	0	0	0	0	0
123290	10	50683892	50684346	455	+	NUTM2HP	ENSG00000232706	0	0	0	0	0
123291	10	50684495	50684827	333	+	NUTM2HP	ENSG00000232706	0	0	0	0	0
123292	10	50685234	50686110	877	+	NUTM2HP	ENSG00000232706	0	0	0	1	0.342465753424658
123293	10	50740003	50742914	2912	+	ASAH2B	ENSG00000204147	5	34	34	4	0.0101631016213962
123294	10	50743011	50743672	662	+	ASAH2B	ENSG00000204147	0	0	0	1	0.0137944044382568
123295	10	50743742	50744696	955	+	ASAH2B	ENSG00000204147	0	0	0	3	0.0297884817784808
123296	10	50744733	50745127	395	+	ASAH2B	ENSG00000204147	0	0	0	1	0.022996426642343
123297	10	50745275	50749342	4068	+	ASAH2B	ENSG00000204147	14	24	24	8	0.0156222013771545
123298	10	50749403	50752467	3065	+	ASAH2B	ENSG00000204147	20	20	20	2	0.00547530293876214
123299	10	50752557	50754550	1994	+	ASAH2B	ENSG00000204147	2	2	2	0	0
123300	10	50806332	50816014	9683	+	ASAH2B	ENSG00000204147	0	0	0	1	0.00105617795238764
123301	10	50816124	50816249	126	+	ASAH2B	ENSG00000204147	0	0	0	0	0
123302	10	51074902	51153163	78262	+	PRKG1	ENSG00000185532	0	0	0	1	8.39957742488096e-05
123303	10	51467837	51568425	100589	+	PRKG1	ENSG00000185532	0	0	0	3	0.000196045552057498
123304	10	51804691	51907506	102816	+	PRKG1	ENSG00000185532	0	0	0	1	6.39143565036507e-05
123305	10	51907571	51908754	1184	+	PRKG1	ENSG00000185532	0	0	0	0	0
123306	10	52046927	52054483	7557	+	PRKG1	ENSG00000185532	0	0	0	0	0
123307	10	52054562	52062536	7975	+	PRKG1	ENSG00000185532	0	0	0	0	0
123308	10	52062632	52062787	156	+	PRKG1	ENSG00000185532	0	0	0	0	0
123309	10	52081658	52125733	44076	+	PRKG1	ENSG00000185532	0	0	0	1	0.000149141342989067
123310	10	52125984	52128369	2386	+	PRKG1	ENSG00000185532	0	0	0	1	0.00274417875068443
123311	10	52128542	52133839	5298	+	PRKG1	ENSG00000185532	0	0	0	0	0
123312	10	52133906	52161888	27983	+	PRKG1	ENSG00000185532	0	0	0	0	0
123313	10	52161964	52184687	22724	+	PRKG1	ENSG00000185532	0	0	0	0	0
123314	10	52251667	52271349	19683	+	PRKG1	ENSG00000185532	0	0	0	1	0.000332215358699814
123315	10	52271490	52272391	902	+	PRKG1	ENSG00000185532	0	0	0	0	0
123316	10	52272482	52280788	8307	+	PRKG1	ENSG00000185532	1	1	1	1	0.000777355917116712
123317	10	52280931	52282152	1222	+	PRKG1	ENSG00000185532	0	0	0	0	0
123318	10	52282317	52288725	6409	+	PRKG1	ENSG00000185532	0	0	0	0	0
123319	10	52288849	52288930	82	+	PRKG1	ENSG00000185532	0	0	0	0	0
123320	10	52288994	52290223	1230	+	PRKG1	ENSG00000185532	0	0	0	0	0
123321	10	52290291	52293801	3511	+	PRKG1	ENSG00000185532	0	0	0	0	0
123322	10	52314678	52314922	245	+	DKK1	ENSG00000107984	0	0	0	0	0
123323	10	52315307	52316294	988	+	DKK1	ENSG00000107984	0	0	0	0	0
123324	10	52316436	52316553	118	+	DKK1	ENSG00000107984	0	0	0	0	0
123325	10	52316731	52317924	1194	+	DKK1	ENSG00000107984	0	0	0	0	0
123326	10	52411345	52411436	92	+	THAP12P3	ENSG00000227972	0	0	0	0	0
123327	10	54486317	54568564	82248	+	AL353784.1	ENSG00000234173	0	0	0	0	0
123328	10	54606986	54619133	12148	+	AL353784.1	ENSG00000234173	0	0	0	0	0
123329	10	54619325	54654911	35587	+	AL353784.1	ENSG00000234173	0	0	0	1	1
123330	10	54655029	54655551	523	+	AL353784.1	ENSG00000234173	0	0	0	0	0
123331	10	55468497	55469076	580	+	AL355314.1	ENSG00000223800	0	0	0	0	0
123332	10	55506287	55512849	6563	+	AL355314.2	ENSG00000228048	0	0	0	0	0
123333	10	56361857	56364024	2168	+	AC010996.1	ENSG00000287016	3	3	3	7	0.112600007550884
123334	10	58273485	58276117	2633	+	CISD1	ENSG00000122873	0	0	0	19	0.0112653920847847
123335	10	58276213	58277116	904	+	CISD1	ENSG00000122873	1	129	129	4	0.00509124456047772
123336	10	58277323	58282898	5576	+	CISD1	ENSG00000122873	242	2	242	51	0.0102761334522703
123337	10	58283083	58287560	4478	+	CISD1	ENSG00000122873	8	248	248	37	0.00940257154104303
123338	10	58287758	58288275	518	+	CISD1	ENSG00000122873	0	0	0	170	0.461763446883151
123339	10	58304820	58305560	741	+	AC016396.1	ENSG00000228527	0	0	0	0	0
123340	10	58335226	58361337	26112	+	UBE2D1	ENSG00000072401	107	107	107	16	0.00100801404305954
123341	10	58361402	58361494	93	+	UBE2D1	ENSG00000072401	45	44	45	0	0
123342	10	58361527	58363608	2082	+	UBE2D1	ENSG00000072401	95	96	96	10	0.00788946433348272
123343	10	58363687	58364770	1084	+	UBE2D1	ENSG00000072401	120	118	120	2	0.00271831770650353
123344	10	58364877	58367922	3046	+	UBE2D1	ENSG00000072401	120	123	123	23	0.0116983684283987
123345	10	58368017	58368719	703	+	UBE2D1	ENSG00000072401	101	101	101	3	0.00660533991135136
123346	10	58385649	58386219	571	+	TFAM	ENSG00000108064	443	443	443	3	0.00309343114292079
123347	10	58386339	58386649	311	+	TFAM	ENSG00000108064	320	1	320	4	0.0056644341861577
